sale_id,date,product,region,quantity,unit_price,customer_id,sales_rep_id,total_amount,year,month
27,2024-01-27,Headphones,North,10,29.99,2436,8,299.9,2024,1
28,2024-09-28,Monitor,West,17,199.99,1460,43,3399.83,2024,9
29,2023-11-03,Monitor,West,12,99.99,2104,28,1199.8799999999999,2023,11
30,2023-09-24,Webcam,North,1,29.99,2278,2,29.99,2023,9
31,2024-03-22,Mouse,West,11,499.99,1743,20,5499.89,2024,3
32,2024-03-16,Phone,North,13,49.99,3410,11,649.87,2024,3
33,2024-10-13,Webcam,East,1,49.99,4792,14,49.99,2024,10
34,2023-01-02,Laptop,West,1,199.99,2480,24,199.99,2023,1
35,2024-06-03,Keyboard,North,16,49.99,1897,13,799.84,2024,6
36,2024-10-12,Webcam,West,7,799.99,1442,8,5599.93,2024,10
37,2024-09-27,Mouse,North,10,999.99,2833,44,9999.9,2024,9
38,2023-11-05,Phone,West,16,299.99,1885,21,4799.84,2023,11
39,2024-06-05,Laptop,South,1,999.99,4031,22,999.99,2024,6
40,2024-04-13,Headphones,North,9,49.99,4604,9,449.91,2024,4
41,2023-07-31,Laptop,South,6,199.99,2261,42,1199.94,2023,7
42,2023-04-22,Headphones,North,15,999.99,4969,43,14999.85,2023,4
43,2023-01-08,Mouse,South,4,199.99,1260,11,799.96,2023,1
44,2024-04-21,Phone,North,15,199.99,2296,16,2999.8500000000004,2024,4
45,2024-04-04,Webcam,West,10,799.99,1279,50,7999.9,2024,4
46,2023-09-10,Phone,South,16,999.99,4975,9,15999.84,2023,9
47,2024-06-09,Tablet,West,13,499.99,3973,3,6499.87,2024,6
48,2024-03-13,Keyboard,North,19,299.99,3993,36,5699.81,2024,3
49,2024-10-22,Monitor,West,4,799.99,4221,42,3199.96,2024,10
50,2023-08-24,Tablet,North,16,999.99,2850,13,15999.84,2023,8
51,2023-11-02,Laptop,West,11,29.99,1151,1,329.89,2023,11
52,2024-04-22,Keyboard,South,15,99.99,3841,44,1499.85,2024,4
53,2024-11-09,Keyboard,North,11,49.99,2596,11,549.89,2024,11
54,2023-01-20,Phone,West,11,499.99,2671,24,5499.89,2023,1
55,2023-08-04,Keyboard,North,3,29.99,4083,5,89.97,2023,8
56,2023-05-15,Mouse,North,17,199.99,3061,2,3399.83,2023,5
57,2023-05-09,Keyboard,North,5,29.99,2534,17,149.95,2023,5
58,2024-02-14,Laptop,East,13,799.99,2565,17,10399.87,2024,2
59,2024-02-26,Mouse,North,10,29.99,1950,20,299.9,2024,2
60,2023-10-21,Mouse,West,5,299.99,3914,15,1499.95,2023,10
61,2023-09-03,Tablet,East,12,199.99,3492,4,2399.88,2023,9
62,2024-12-01,Keyboard,West,8,499.99,2341,11,3999.92,2024,12
63,2024-07-09,Phone,East,12,999.99,3846,23,11999.880000000001,2024,7
64,2023-03-27,Headphones,North,16,499.99,1731,1,7999.84,2023,3
65,2024-07-09,Tablet,South,2,199.99,1237,42,399.98,2024,7
66,2024-01-10,Phone,South,3,49.99,1538,50,149.97,2024,1
67,2024-03-21,Keyboard,North,18,999.99,1768,47,17999.82,2024,3
68,2024-01-13,Tablet,East,17,499.99,3856,4,8499.83,2024,1
69,2024-01-25,Keyboard,West,2,499.99,4725,38,999.98,2024,1
70,2024-10-18,Laptop,South,12,49.99,3809,2,599.88,2024,10
71,2023-02-20,Tablet,North,17,49.99,3121,45,849.83,2023,2
72,2023-08-30,Phone,North,6,999.99,2457,27,5999.9400000000005,2023,8
73,2023-10-21,Laptop,East,17,799.99,4369,34,13599.83,2023,10
74,2024-07-16,Monitor,South,2,499.99,2734,13,999.98,2024,7
75,2023-09-23,Phone,North,8,499.99,1295,47,3999.92,2023,9
76,2023-04-30,Headphones,South,14,499.99,1013,18,6999.860000000001,2023,4
77,2024-12-12,Webcam,West,6,49.99,1611,11,299.94,2024,12
78,2023-09-05,Keyboard,North,9,499.99,4674,5,4499.91,2023,9
79,2023-03-11,Phone,North,1,29.99,1394,29,29.99,2023,3
80,2023-02-26,Monitor,West,5,29.99,1190,25,149.95,2023,2
81,2024-01-17,Phone,North,7,49.99,2897,14,349.93,2024,1
82,2023-02-08,Laptop,East,9,49.99,3864,48,449.91,2023,2
83,2024-03-18,Mouse,West,14,49.99,4492,46,699.86,2024,3
84,2023-01-18,Webcam,East,9,99.99,3153,41,899.91,2023,1
85,2023-12-18,Phone,West,4,999.99,4465,38,3999.96,2023,12
86,2023-10-25,Tablet,West,15,49.99,4509,41,749.85,2023,10
87,2023-10-10,Headphones,East,4,799.99,1006,37,3199.96,2023,10
88,2024-08-08,Monitor,West,3,99.99,2104,11,299.96999999999997,2024,8
89,2023-04-20,Phone,South,14,49.99,3812,44,699.86,2023,4
90,2023-06-29,Monitor,East,9,199.99,3035,32,1799.91,2023,6
91,2024-06-27,Mouse,West,19,299.99,1651,49,5699.81,2024,6
92,2023-01-25,Laptop,East,6,499.99,3532,6,2999.94,2023,1
93,2023-02-26,Tablet,West,3,499.99,2380,6,1499.97,2023,2
94,2023-06-29,Keyboard,West,18,29.99,2334,47,539.8199999999999,2023,6
95,2023-08-20,Phone,South,16,199.99,3979,49,3199.84,2023,8
96,2023-12-09,Laptop,South,3,299.99,3553,22,899.97,2023,12
97,2024-04-21,Webcam,South,2,499.99,3566,3,999.98,2024,4
98,2024-07-29,Monitor,West,2,499.99,4735,19,999.98,2024,7
99,2024-03-30,Mouse,South,10,99.99,1801,34,999.9,2024,3
100,2023-08-20,Headphones,East,15,29.99,4709,41,449.84999999999997,2023,8
101,2023-10-16,Monitor,West,3,99.99,1448,41,299.96999999999997,2023,10
102,2023-08-01,Headphones,East,8,799.99,3332,7,6399.92,2023,8
103,2023-09-15,Mouse,South,18,799.99,4353,16,14399.82,2023,9
104,2024-06-13,Headphones,West,11,99.99,3121,38,1099.8899999999999,2024,6
105,2024-11-17,Mouse,East,7,29.99,2984,9,209.92999999999998,2024,11
106,2023-08-17,Laptop,North,19,299.99,1044,13,5699.81,2023,8
107,2023-08-14,Phone,East,7,29.99,2552,34,209.92999999999998,2023,8
108,2024-08-18,Keyboard,West,2,49.99,3792,46,99.98,2024,8
109,2024-03-10,Phone,North,6,999.99,3723,37,5999.9400000000005,2024,3
110,2024-02-06,Webcam,South,5,99.99,2480,43,499.95,2024,2
111,2024-09-13,Webcam,South,14,49.99,3022,47,699.86,2024,9
112,2023-03-29,Tablet,East,18,29.99,1574,6,539.8199999999999,2023,3
113,2024-08-06,Phone,South,4,29.99,2430,38,119.96,2024,8
114,2024-06-25,Mouse,East,4,499.99,1092,48,1999.96,2024,6
115,2024-11-14,Mouse,East,13,799.99,3369,4,10399.87,2024,11
116,2023-11-05,Tablet,East,1,299.99,3513,5,299.99,2023,11
117,2023-12-09,Monitor,East,5,99.99,1603,6,499.95,2023,12
118,2024-03-11,Mouse,West,3,799.99,3932,13,2399.9700000000003,2024,3
119,2023-06-26,Tablet,West,19,199.99,4054,46,3799.8100000000004,2023,6
120,2023-05-19,Mouse,North,13,29.99,3601,24,389.87,2023,5
121,2023-07-13,Keyboard,North,7,499.99,3800,28,3499.9300000000003,2023,7
122,2023-07-05,Mouse,South,10,199.99,1326,13,1999.9,2023,7
123,2023-08-06,Laptop,West,3,99.99,4838,42,299.96999999999997,2023,8
124,2023-06-13,Tablet,North,2,49.99,2866,49,99.98,2023,6
125,2023-06-10,Headphones,West,7,999.99,4654,18,6999.93,2023,6
126,2024-06-08,Webcam,West,9,999.99,4882,7,8999.91,2024,6
127,2024-08-23,Phone,South,12,999.99,3775,4,11999.880000000001,2024,8
128,2023-02-11,Tablet,South,10,99.99,2846,31,999.9,2023,2
129,2023-07-29,Monitor,East,19,799.99,4639,24,15199.81,2023,7
130,2023-10-02,Mouse,West,13,299.99,1590,22,3899.87,2023,10
131,2023-10-06,Tablet,East,10,199.99,2438,21,1999.9,2023,10
132,2023-09-08,Keyboard,East,5,499.99,4570,48,2499.95,2023,9
133,2023-11-06,Tablet,East,15,799.99,1850,42,11999.85,2023,11
134,2024-12-20,Keyboard,West,3,199.99,1439,26,599.97,2024,12
135,2023-05-20,Webcam,West,8,49.99,4704,30,399.92,2023,5
136,2024-06-29,Webcam,East,6,799.99,3761,35,4799.9400000000005,2024,6
137,2024-06-13,Mouse,West,19,499.99,3479,23,9499.81,2024,6
138,2023-02-26,Phone,East,17,49.99,3995,45,849.83,2023,2
139,2023-04-22,Mouse,North,10,29.99,1327,40,299.9,2023,4
140,2023-01-05,Monitor,West,1,799.99,2280,50,799.99,2023,1
141,2024-02-14,Laptop,South,13,99.99,2665,30,1299.87,2024,2
142,2024-02-18,Phone,South,10,799.99,3908,19,7999.9,2024,2
143,2023-07-01,Phone,East,12,799.99,2577,32,9599.880000000001,2023,7
144,2023-01-13,Webcam,North,2,299.99,2097,50,599.98,2023,1
145,2023-12-05,Laptop,West,10,29.99,2257,19,299.9,2023,12
146,2023-09-16,Tablet,East,1,999.99,2544,22,999.99,2023,9
147,2023-03-31,Mouse,North,1,99.99,2905,4,99.99,2023,3
148,2024-09-07,Tablet,North,15,49.99,2566,45,749.85,2024,9
149,2024-11-28,Tablet,West,1,299.99,4679,12,299.99,2024,11
150,2023-09-07,Mouse,South,9,49.99,4329,15,449.91,2023,9
151,2023-09-12,Monitor,South,7,499.99,2815,15,3499.9300000000003,2023,9
152,2024-08-10,Phone,North,16,49.99,3276,10,799.84,2024,8
153,2023-04-18,Keyboard,South,16,999.99,4316,19,15999.84,2023,4
154,2024-10-29,Laptop,North,13,199.99,2450,8,2599.87,2024,10
155,2024-08-16,Phone,North,10,99.99,4781,31,999.9,2024,8
156,2024-08-11,Tablet,North,18,29.99,4527,9,539.8199999999999,2024,8
157,2024-04-29,Laptop,South,9,799.99,3047,29,7199.91,2024,4
158,2023-09-15,Keyboard,East,12,199.99,1743,7,2399.88,2023,9
159,2024-09-30,Phone,South,13,999.99,4544,8,12999.87,2024,9
160,2023-10-09,Phone,East,11,499.99,4049,41,5499.89,2023,10
161,2023-03-29,Monitor,South,15,99.99,1810,17,1499.85,2023,3
162,2023-07-23,Phone,West,10,499.99,4634,15,4999.9,2023,7
163,2023-01-16,Phone,West,10,999.99,2752,16,9999.9,2023,1
164,2023-05-31,Keyboard,South,9,99.99,1173,7,899.91,2023,5
165,2023-09-11,Keyboard,West,3,99.99,2098,42,299.96999999999997,2023,9
166,2023-07-07,Laptop,West,16,299.99,2122,19,4799.84,2023,7
167,2023-11-25,Tablet,West,12,199.99,3560,38,2399.88,2023,11
168,2024-06-27,Keyboard,West,17,999.99,4195,25,16999.83,2024,6
169,2024-02-01,Laptop,East,15,29.99,3042,12,449.84999999999997,2024,2
170,2024-05-31,Phone,North,3,199.99,4188,32,599.97,2024,5
171,2024-04-03,Webcam,East,5,499.99,4414,47,2499.95,2024,4
172,2023-11-26,Laptop,North,13,49.99,4778,10,649.87,2023,11
173,2023-06-18,Webcam,North,6,499.99,2256,24,2999.94,2023,6
174,2024-11-23,Laptop,South,9,99.99,3176,50,899.91,2024,11
175,2024-01-01,Laptop,South,19,49.99,3421,4,949.8100000000001,2024,1
176,2023-06-27,Webcam,South,7,199.99,4646,43,1399.93,2023,6
177,2024-10-16,Mouse,South,13,29.99,1235,37,389.87,2024,10
178,2023-12-28,Laptop,South,5,49.99,2867,45,249.95000000000002,2023,12
179,2024-09-30,Webcam,East,16,49.99,1741,42,799.84,2024,9
180,2023-02-09,Keyboard,East,4,799.99,3237,39,3199.96,2023,2
181,2024-02-20,Headphones,West,5,999.99,4772,43,4999.95,2024,2
182,2023-12-21,Headphones,East,19,299.99,3215,4,5699.81,2023,12
183,2023-09-12,Headphones,East,6,199.99,4678,36,1199.94,2023,9
184,2023-05-23,Headphones,South,4,49.99,2692,37,199.96,2023,5
185,2024-12-10,Mouse,West,1,199.99,1290,25,199.99,2024,12
186,2024-07-30,Tablet,East,17,29.99,4931,41,509.83,2024,7
187,2023-01-11,Webcam,East,9,49.99,4412,30,449.91,2023,1
188,2024-09-11,Laptop,West,16,999.99,2418,1,15999.84,2024,9
189,2023-01-26,Monitor,North,2,29.99,2497,29,59.98,2023,1
190,2024-02-25,Headphones,South,11,499.99,3186,16,5499.89,2024,2
191,2024-10-24,Phone,East,5,49.99,2214,37,249.95000000000002,2024,10
192,2023-08-09,Headphones,East,13,999.99,2988,37,12999.87,2023,8
193,2024-05-10,Headphones,West,17,799.99,1567,7,13599.83,2024,5
194,2023-08-25,Phone,East,15,99.99,2542,40,1499.85,2023,8
195,2023-08-25,Mouse,South,12,299.99,2074,33,3599.88,2023,8
196,2023-08-07,Phone,East,6,999.99,4038,50,5999.9400000000005,2023,8
197,2024-05-01,Phone,North,13,299.99,4622,22,3899.87,2024,5
198,2024-04-05,Mouse,South,18,999.99,3345,43,17999.82,2024,4
199,2024-10-24,Phone,North,15,299.99,4143,27,4499.85,2024,10
200,2024-09-26,Laptop,West,15,29.99,3303,29,449.84999999999997,2024,9
201,2023-05-24,Headphones,South,8,199.99,1308,16,1599.92,2023,5
202,2023-07-08,Tablet,East,19,799.99,3138,21,15199.81,2023,7
203,2023-09-12,Mouse,South,14,299.99,3196,11,4199.860000000001,2023,9
204,2023-03-09,Monitor,South,7,999.99,4101,21,6999.93,2023,3
205,2024-09-07,Mouse,South,14,999.99,1461,9,13999.86,2024,9
206,2023-12-02,Keyboard,North,5,999.99,1634,27,4999.95,2023,12
207,2024-11-01,Monitor,West,15,499.99,4456,39,7499.85,2024,11
208,2024-02-13,Keyboard,South,15,999.99,4820,22,14999.85,2024,2
209,2023-10-27,Webcam,East,4,999.99,4863,15,3999.96,2023,10
210,2024-08-24,Webcam,South,1,49.99,1636,43,49.99,2024,8
211,2023-12-23,Mouse,South,17,49.99,1645,23,849.83,2023,12
212,2023-09-13,Keyboard,West,1,99.99,1517,29,99.99,2023,9
213,2023-12-19,Monitor,East,16,999.99,2918,39,15999.84,2023,12
214,2024-06-04,Laptop,East,13,29.99,2396,16,389.87,2024,6
215,2024-06-07,Mouse,North,18,49.99,4268,3,899.82,2024,6
216,2024-11-24,Mouse,East,10,49.99,1189,16,499.90000000000003,2024,11
217,2023-10-11,Phone,East,18,799.99,4874,8,14399.82,2023,10
218,2023-11-08,Mouse,East,17,99.99,4967,26,1699.83,2023,11
219,2023-04-09,Headphones,South,9,99.99,4819,42,899.91,2023,4
220,2023-07-16,Webcam,North,14,199.99,1078,9,2799.86,2023,7
221,2024-04-26,Headphones,East,13,199.99,2570,35,2599.87,2024,4
222,2023-08-14,Mouse,East,14,199.99,1815,7,2799.86,2023,8
223,2024-09-06,Webcam,East,11,49.99,2905,8,549.89,2024,9
224,2024-09-09,Webcam,South,13,99.99,4944,35,1299.87,2024,9
225,2023-12-31,Laptop,South,17,499.99,1071,48,8499.83,2023,12
226,2024-01-03,Phone,North,3,29.99,3090,46,89.97,2024,1
227,2024-07-23,Tablet,West,1,199.99,1802,39,199.99,2024,7
228,2024-08-12,Keyboard,North,5,499.99,4204,36,2499.95,2024,8
229,2023-03-16,Monitor,South,13,299.99,4870,6,3899.87,2023,3
230,2023-02-11,Tablet,East,5,49.99,2129,7,249.95000000000002,2023,2
231,2024-02-26,Phone,East,5,29.99,2694,12,149.95,2024,2
232,2023-06-30,Headphones,North,12,49.99,3404,39,599.88,2023,6
233,2024-06-28,Headphones,East,2,499.99,3055,1,999.98,2024,6
234,2023-03-12,Headphones,South,16,199.99,2797,50,3199.84,2023,3
235,2024-07-21,Laptop,North,17,499.99,4414,43,8499.83,2024,7
236,2023-04-15,Webcam,West,5,499.99,3484,43,2499.95,2023,4
237,2023-07-19,Headphones,South,12,799.99,3127,49,9599.880000000001,2023,7
238,2023-04-11,Monitor,South,15,49.99,4627,25,749.85,2023,4
239,2023-11-03,Keyboard,East,6,199.99,1688,12,1199.94,2023,11
240,2024-08-08,Mouse,South,13,49.99,4463,27,649.87,2024,8
241,2024-11-13,Mouse,South,11,199.99,1575,23,2199.8900000000003,2024,11
242,2024-01-12,Tablet,West,17,799.99,1899,19,13599.83,2024,1
243,2024-10-16,Keyboard,East,9,999.99,3335,21,8999.91,2024,10
244,2024-11-08,Phone,South,16,99.99,4892,50,1599.84,2024,11
245,2024-02-03,Keyboard,East,17,99.99,2136,21,1699.83,2024,2
246,2023-08-09,Laptop,South,18,799.99,4010,24,14399.82,2023,8
247,2024-08-17,Tablet,West,13,799.99,4902,13,10399.87,2024,8
248,2023-07-01,Tablet,East,11,799.99,2905,42,8799.89,2023,7
249,2023-11-03,Laptop,East,13,999.99,1719,36,12999.87,2023,11
250,2024-06-05,Keyboard,West,13,799.99,4003,15,10399.87,2024,6
251,2024-01-31,Headphones,North,12,99.99,1225,50,1199.8799999999999,2024,1
252,2023-01-04,Laptop,South,14,99.99,2356,1,1399.86,2023,1
253,2023-10-08,Headphones,South,13,799.99,2440,34,10399.87,2023,10
254,2023-08-03,Monitor,North,9,99.99,3325,42,899.91,2023,8
255,2024-09-01,Laptop,East,14,299.99,3942,31,4199.860000000001,2024,9
256,2024-02-24,Headphones,East,1,49.99,4870,50,49.99,2024,2
257,2023-04-11,Keyboard,West,9,499.99,3839,32,4499.91,2023,4
258,2024-06-04,Headphones,West,4,799.99,4074,36,3199.96,2024,6
259,2024-07-26,Laptop,West,12,99.99,1544,29,1199.8799999999999,2024,7
260,2023-11-05,Phone,North,14,299.99,3525,10,4199.860000000001,2023,11
261,2024-10-19,Mouse,North,9,799.99,4481,21,7199.91,2024,10
262,2024-05-24,Laptop,East,3,299.99,3017,36,899.97,2024,5
263,2023-03-04,Mouse,West,6,49.99,4378,24,299.94,2023,3
264,2024-09-24,Laptop,East,3,999.99,4285,27,2999.9700000000003,2024,9
265,2023-08-14,Keyboard,North,1,49.99,4101,21,49.99,2023,8
266,2023-04-15,Monitor,South,3,199.99,1418,18,599.97,2023,4
267,2024-02-29,Monitor,East,14,199.99,4608,4,2799.86,2024,2
268,2023-09-12,Mouse,North,2,999.99,2051,47,1999.98,2023,9
269,2024-03-04,Webcam,West,12,99.99,1608,18,1199.8799999999999,2024,3
270,2024-03-09,Webcam,South,10,29.99,1086,9,299.9,2024,3
271,2023-07-26,Keyboard,South,13,199.99,4097,49,2599.87,2023,7
272,2023-01-28,Headphones,South,4,29.99,3167,30,119.96,2023,1
273,2024-11-12,Keyboard,West,19,499.99,1712,35,9499.81,2024,11
274,2023-12-02,Webcam,South,1,199.99,3439,45,199.99,2023,12
275,2024-08-10,Keyboard,North,11,499.99,4428,30,5499.89,2024,8
276,2024-09-19,Phone,East,16,299.99,3400,39,4799.84,2024,9
277,2023-03-10,Tablet,South,19,299.99,3062,46,5699.81,2023,3
278,2024-05-27,Webcam,South,19,499.99,3352,6,9499.81,2024,5
279,2023-06-16,Webcam,North,12,299.99,2277,14,3599.88,2023,6
280,2024-12-30,Laptop,West,3,499.99,3670,46,1499.97,2024,12
281,2024-01-03,Keyboard,South,18,29.99,1519,29,539.8199999999999,2024,1
282,2023-09-08,Keyboard,North,17,99.99,2974,32,1699.83,2023,9
283,2024-11-16,Keyboard,North,5,499.99,3900,14,2499.95,2024,11
284,2023-06-19,Monitor,West,16,199.99,3687,20,3199.84,2023,6
285,2023-03-31,Keyboard,West,14,199.99,4257,50,2799.86,2023,3
286,2024-07-14,Webcam,East,19,999.99,1386,9,18999.81,2024,7
287,2024-03-21,Laptop,South,6,29.99,3952,12,179.94,2024,3
288,2023-10-21,Headphones,East,3,499.99,4571,14,1499.97,2023,10
289,2023-05-30,Headphones,North,6,299.99,1013,23,1799.94,2023,5
290,2023-05-12,Keyboard,South,12,999.99,4301,48,11999.880000000001,2023,5
291,2024-03-08,Laptop,North,11,99.99,1090,34,1099.8899999999999,2024,3
292,2023-02-28,Phone,North,7,199.99,4475,16,1399.93,2023,2
293,2023-07-18,Headphones,North,1,999.99,4576,18,999.99,2023,7
294,2023-08-03,Webcam,West,16,999.99,1003,41,15999.84,2023,8
295,2024-07-14,Tablet,West,16,99.99,4069,40,1599.84,2024,7
296,2024-04-16,Monitor,South,17,99.99,4735,33,1699.83,2024,4
297,2023-09-04,Laptop,North,15,49.99,4290,5,749.85,2023,9
298,2024-01-17,Headphones,North,9,99.99,4659,39,899.91,2024,1
299,2023-08-27,Headphones,South,5,499.99,1795,10,2499.95,2023,8
300,2024-01-02,Mouse,East,8,799.99,4938,22,6399.92,2024,1
301,2023-06-17,Phone,North,1,49.99,1215,43,49.99,2023,6
302,2024-07-13,Tablet,West,7,999.99,2182,44,6999.93,2024,7
303,2023-02-20,Tablet,East,11,799.99,4834,33,8799.89,2023,2
304,2024-09-01,Tablet,East,13,29.99,2602,31,389.87,2024,9
305,2024-12-28,Webcam,East,13,299.99,2757,6,3899.87,2024,12
306,2024-11-19,Laptop,East,7,49.99,1703,36,349.93,2024,11
307,2024-01-15,Phone,East,11,799.99,1730,3,8799.89,2024,1
308,2024-04-18,Keyboard,East,18,99.99,4444,4,1799.82,2024,4
309,2023-03-21,Mouse,South,1,299.99,3064,27,299.99,2023,3
310,2024-11-27,Phone,South,12,99.99,4973,38,1199.8799999999999,2024,11
311,2024-01-02,Phone,East,3,99.99,3542,25,299.96999999999997,2024,1
312,2024-04-05,Headphones,West,1,49.99,2642,37,49.99,2024,4
313,2024-06-22,Phone,South,4,999.99,2489,27,3999.96,2024,6
314,2024-03-27,Laptop,South,6,29.99,3491,41,179.94,2024,3
315,2024-04-08,Mouse,East,5,999.99,2762,36,4999.95,2024,4
316,2024-04-22,Laptop,West,11,799.99,2104,46,8799.89,2024,4
317,2024-02-24,Mouse,East,13,99.99,3826,47,1299.87,2024,2
318,2024-12-07,Mouse,West,11,499.99,3213,36,5499.89,2024,12
319,2023-08-02,Headphones,West,6,999.99,3404,46,5999.9400000000005,2023,8
320,2024-01-04,Laptop,North,19,999.99,3281,42,18999.81,2024,1
321,2023-04-24,Mouse,South,15,49.99,4233,7,749.85,2023,4
322,2024-05-17,Phone,East,13,999.99,3222,30,12999.87,2024,5
323,2024-09-27,Laptop,South,10,499.99,2695,50,4999.9,2024,9
324,2024-08-10,Mouse,South,1,499.99,2386,47,499.99,2024,8
325,2023-11-07,Webcam,West,13,799.99,4447,29,10399.87,2023,11
326,2024-04-13,Tablet,South,6,99.99,1696,40,599.9399999999999,2024,4
327,2024-12-08,Laptop,North,12,799.99,2197,41,9599.880000000001,2024,12
328,2023-02-13,Headphones,East,17,499.99,3285,5,8499.83,2023,2
329,2024-02-19,Webcam,South,18,799.99,4234,6,14399.82,2024,2
330,2024-11-28,Webcam,East,8,299.99,1987,44,2399.92,2024,11
331,2023-09-03,Monitor,South,14,29.99,2013,7,419.85999999999996,2023,9
332,2023-03-25,Laptop,East,5,99.99,4989,39,499.95,2023,3
333,2023-07-26,Webcam,East,2,499.99,3959,32,999.98,2023,7
334,2023-05-31,Laptop,East,11,29.99,2261,15,329.89,2023,5
335,2024-10-29,Laptop,South,3,799.99,2641,13,2399.9700000000003,2024,10
336,2024-06-11,Mouse,North,16,29.99,1629,18,479.84,2024,6
337,2023-06-14,Laptop,East,16,299.99,2255,10,4799.84,2023,6
338,2023-05-25,Monitor,West,9,299.99,1587,40,2699.91,2023,5
339,2023-02-06,Keyboard,West,13,199.99,2540,11,2599.87,2023,2
340,2023-11-29,Laptop,West,10,29.99,4801,40,299.9,2023,11
341,2024-02-07,Tablet,North,17,99.99,1793,40,1699.83,2024,2
342,2024-02-18,Monitor,East,17,299.99,4916,47,5099.83,2024,2
343,2023-02-14,Keyboard,North,10,99.99,3967,2,999.9,2023,2
344,2024-02-06,Mouse,East,8,29.99,2259,27,239.92,2024,2
345,2023-07-25,Laptop,North,7,299.99,4394,45,2099.9300000000003,2023,7
346,2023-03-03,Keyboard,East,14,199.99,2567,50,2799.86,2023,3
347,2024-02-24,Tablet,West,18,29.99,3454,44,539.8199999999999,2024,2
348,2024-04-12,Monitor,East,19,99.99,3224,8,1899.81,2024,4
349,2023-01-19,Monitor,North,18,999.99,4571,49,17999.82,2023,1
350,2023-12-31,Mouse,East,14,199.99,3020,38,2799.86,2023,12
351,2023-10-27,Mouse,South,10,29.99,1118,16,299.9,2023,10
352,2023-01-07,Mouse,East,1,299.99,2213,24,299.99,2023,1
353,2024-03-03,Keyboard,West,9,499.99,1613,23,4499.91,2024,3
354,2023-04-27,Laptop,East,18,29.99,3412,14,539.8199999999999,2023,4
355,2024-08-02,Phone,South,13,49.99,1485,27,649.87,2024,8
356,2024-05-21,Webcam,South,17,99.99,2996,10,1699.83,2024,5
357,2024-06-29,Monitor,South,16,299.99,2102,28,4799.84,2024,6
358,2024-12-06,Phone,North,11,299.99,1321,25,3299.8900000000003,2024,12
359,2023-11-21,Headphones,South,9,49.99,1138,2,449.91,2023,11
360,2023-02-24,Monitor,North,7,499.99,4407,45,3499.9300000000003,2023,2
361,2023-02-11,Webcam,South,1,199.99,4473,33,199.99,2023,2
362,2023-10-24,Mouse,North,9,999.99,4297,50,8999.91,2023,10
363,2023-08-19,Webcam,South,10,299.99,2289,46,2999.9,2023,8
364,2024-03-28,Laptop,South,16,799.99,3380,35,12799.84,2024,3
365,2024-01-29,Laptop,East,18,199.99,1223,47,3599.82,2024,1
366,2024-06-05,Monitor,South,14,199.99,1571,41,2799.86,2024,6
367,2023-12-24,Keyboard,East,11,199.99,3823,13,2199.8900000000003,2023,12
368,2024-03-19,Headphones,South,4,499.99,4014,5,1999.96,2024,3
369,2023-05-08,Webcam,South,19,29.99,2583,5,569.81,2023,5
370,2024-11-21,Mouse,East,13,49.99,3640,22,649.87,2024,11
371,2024-02-09,Laptop,East,1,99.99,1808,34,99.99,2024,2
372,2024-01-27,Headphones,North,19,49.99,1986,1,949.8100000000001,2024,1
373,2023-07-12,Headphones,West,15,299.99,2914,17,4499.85,2023,7
374,2024-08-26,Laptop,East,15,49.99,2023,49,749.85,2024,8
